product_id,title,category
fk-317,AmazonBasics USB-C Cable 2m - 480Mbps Data Transfer | PVC (Black),Electronics
fk-318,Rich Dad Poor Dad - 25th Anniversary Edition,Books & Education
fk-319,Amazon Basics Yoga Mat 6mm Anti-Skid | EVA Material (Purple),Sports & Fitness
fk-320,Amway Nutrilite Raw Whey Isolate 4kg (Double Chocolate) | No Added Sugar,Sports & Fitness
fk-321,AmazonBasics Micro-USB 1m Braided Cable | 3A Fast Charging,Electronics
fk-322,Atomic Habits by James Clear,Books & Education
fk-323,"HP 15s (AMD Ryzen 7 5800H, 8GB, 256GB SSD) Thin & Light Laptop",Electronics
fk-324,"Decathlon Men's Ultraboost Running Shoes (Coral Pink, UK 8)",Sports & Fitness
fk-325,Early Foods Baby Cereal Multigrain Cereal 300g,Baby & Kids
fk-326,Cerelac Baby Cereal Multigrain Cereal 300g,Baby & Kids
fk-327,Fast Track Objective Arithmetic | S. Chand,Books & Education
fk-328,Laxmi Publications Mathematics Class 12 | CBSE Syllabus | With MCQs,Books & Education
fk-329,Slurrp Farm Baby Cereal Organic Millet Porridge Mix 200g,Baby & Kids
fk-330,The Alchemist (Paulo Coelho) 25th Anniversary Edition,Books & Education
fk-331,Word Power Made Easy (New Revised & Expanded Edition) | Arihant,Books & Education
fk-332,Anouk Embroidered Kurti Pant Set for Women | Pure Cotton | Navy Blue,Fashion
fk-333,Ishin Women's Georgette Saree with Blouse Piece with Unstitched Blouse | Cream,Fashion
fk-334,"MSI Modern 14 (Intel Core i5-1235U, 8GB, 512GB SSD) Thin & Light Laptop",Electronics
fk-335,Pepe Jeans Men's Tapered Fit Stretchable Jeans - Dark Wash (Size 34),Fashion
fk-336,"Pampers All-Round Protection Diaper Pants (Medium (M), 72 Pieces)",Baby & Kids
fk-337,Engage Intense Body Spray 100ml (Pack of 2),Beauty & Personal Care
fk-338,Anouk A-Line Kurti with Palazzo Set for Women | Pure Cotton | Green,Fashion
fk-339,Skechers Unisex-Adult Walking Shoes | Lace-Up | Lightweight (Blue),Fashion
fk-340,Ambrane 10000mAh Power Bank with 20W Fast Charging (Black),Electronics
fk-341,boAt Micro-USB Cable 3m - 480Mbps Data Transfer | PVC (Black),Electronics
fk-342,Pepe Jeans Men Regular Fit High-Rise Denim Jeans | Cotton Blend,Fashion
fk-343,Lizol Dishwash Liquid Gel 750ml - Lemon,Grocery & Household
fk-344,Saffola Rice Bran Oil 1L | Heart-Healthy,Grocery & Household
fk-345,JBL Wave Beam TWS Earbuds with Active Noise Cancellation,Electronics
fk-346,Lenovo V15 15.6 inch Laptop | Intel Core i5-12450H | 32GB RAM | 1TB SSD | Windows 11,Electronics
fk-347,Bajaj Rex 750W 3-Jar Mixer Grinder - #1 Best Seller,Home & Kitchen
fk-348,Borosil Glass Jar Set with Lid - 250ml/500ml (Pack of 5),Home & Kitchen
fk-349,Aashirvaad Cold Pressed Coconut Oil 500ml,Grocery & Household
fk-350,Samsung Galaxy Fit 3 | BT Calling | 100+ Sports Modes | SpO2 (Green),Electronics
fk-351,Decathlon TPE Yoga Mat 6mm with Carry Strap - Eco Friendly (Grey),Sports & Fitness
fk-352,Slurrp Farm Baby Cereal Wheat Rice Mixed Fruit Stage 3,Baby & Kids
fk-353,Mamaearth Vitamin C face cream (25ml),Beauty & Personal Care
fk-354,"JBL Tune 230NC TWS in-Ear Wireless Earbuds, 6mm Drivers",Electronics
fk-355,Anouk Women's Straight Kurta with Palazzo & Dupatta Set (Mustard),Fashion
fk-356,MuscleBlaze Flexagon Energy 4 Men's Training Shoes - Blue (UK 10),Sports & Fitness
fk-357,It Ends with Us by Colleen Hoover,Books & Education
fk-358,Butterfly Contura Aluminium Outer Lid Pressure Cooker (5L),Home & Kitchen
fk-359,Scotch-Brite Scrub Pad (Pack of 3) - 3M Non-Scratch,Grocery & Household
fk-360,Engage CEO Body Spray 120ml (Pack of 2),Beauty & Personal Care
fk-361,A Modern Approach to Verbal & Non-Verbal Reasoning | McGraw Hill,Books & Education
fk-362,"Puma Women's Running Shoes (Smoky Teal, UK 5)",Fashion
fk-363,Fisher-Price Baby's First Rattle Set (Pack of 5),Baby & Kids
fk-364,Lakme UV Protect Sunscreen Lotion SPF 50 PA+++ (50ml),Beauty & Personal Care
fk-365,Adidas TPE Yoga Mat 4mm with Carry Strap - Eco Friendly (Purple),Sports & Fitness
fk-366,Borosil Flip-Lid Tritan Plastic Bottle (750ml) Pack of 3,Home & Kitchen
fk-367,Solimo Flip-Lid Glass Bottle (1L) Pack of 3,Home & Kitchen
fk-368,"Nivia Men's Ultraboost Running Shoes (Red, UK 8)",Sports & Fitness
fk-369,Prestige Popular Stainless Steel Pressure Cooker 5L | ISI Certified,Home & Kitchen
fk-370,NCERT Data Structures & Algorithms in C++ (Latest Edition 2024-25),Books & Education
fk-371,Cello Mechanical Pencil 0.5mm (Pack of 5),Baby & Kids
fk-372,Tata Sampann Turmeric Powder 200g,Grocery & Household
fk-373,Puma Men's Sports Shoes - Starlight (UK 7),Fashion
fk-374,Fogg Night Rider Body Spray 50ml (Pack of 2),Beauty & Personal Care
fk-375,mCaffeine Ultra-Light Aqua Gel Sunscreen SPF 30 | 50ml | Water-Resistant,Beauty & Personal Care
fk-376,Aashirvaad Rice Bran Oil 1L | Heart-Healthy,Grocery & Household
fk-377,Mi 18W USB-C PD Charger Adapter | BIS Certified,Electronics
fk-378,Boldfit Push-Up Board 9-in-1 Body Building,Sports & Fitness
fk-379,Butterfly Contura Aluminium Outer Lid Pressure Cooker (2L),Home & Kitchen
fk-380,"Bajaj Kadhai - Hard-Anodised, 30cm, 3mm Thick Base",Home & Kitchen
fk-381,Catch Red Chilli Powder 500g,Grocery & Household
fk-382,Boldfit Resistance Bands Set (Pack of 5),Sports & Fitness
fk-383,"Prestige Roti Tawa - Granite-Coated, 24cm, 3mm Thick Base",Home & Kitchen
fk-384,MeeMee Kitchen Play Set 30+ Accessories | BPA Free,Baby & Kids
fk-385,Maharaja Whiteline 1000W Mixer Grinder with 4 Jars (White/Blue),Home & Kitchen
fk-386,Saara Women's Kanjivaram Art Silk Saree with Unstitched Blouse | Gold,Fashion
fk-387,Belkin 45W USB-C PD Charger Adapter | BIS Certified,Electronics
fk-388,mCaffeine UV Protect Sunscreen Lotion SPF 50+ PA+++ (120ml),Beauty & Personal Care
fk-389,Biotique Ultra-Light Aqua Gel Sunscreen SPF 50 | 50ml | Water-Resistant,Beauty & Personal Care
fk-390,"Ishin Women Ethnic Embroidered Kurti Pant Set (Pink, XL)",Fashion
fk-391,"Puma Men's Ultraboost Running Shoes (Red, UK 10)",Sports & Fitness
fk-392,Dettol Disinfectant Surface Cleaner 975ml | Citrus,Grocery & Household
fk-393,boAt USB-C to USB-C 3m Braided Cable | 3A Fast Charging,Electronics
fk-394,MamyPoko Premium Pants Diapers - Small (S) | 36 Count,Baby & Kids
fk-395,S. Chand Physics Part-I Class 11 | CBSE Syllabus | With MCQs,Books & Education
fk-396,Bella Vita Night Rider Perfume for Women's (100ml),Beauty & Personal Care
fk-397,Cengage Data Structures & Algorithms in C++ | CBSE Syllabus | With MCQs,Books & Education
fk-398,Portronics 10000mAh Power Bank with 22.5W Fast Charging (Black),Electronics
fk-399,Roadster Men's Tapered Fit Stretchable Jeans - High-Rise (Size 34),Fashion
fk-400,Pepe Jeans Men Tapered Fit Dark Wash Denim Jeans | Cotton Blend,Fashion
fk-401,Decathlon Adjustable Dumbbell Set 20kg,Sports & Fitness
fk-402,Strauss Adjustable Dumbbell Set 20kg,Sports & Fitness
fk-403,"Lenovo V15 (Apple M2, 32GB, 1TB SSD) Thin & Light Laptop",Electronics
fk-404,NCERT Chemistry Concepts for JEE Main & Advanced | CBSE Syllabus | With MCQs,Books & Education
fk-405,Anouk Women's Straight Kurta with Palazzo & Dupatta Set (Peach),Fashion
fk-406,The Psychology of Money by Morgan Housel,Books & Education
fk-407,Skechers Unisex-Adult Walking Shoes | Lace-Up | Lightweight (Blue),Fashion
fk-408,The Psychology of Money by Morgan Housel,Books & Education
fk-409,"Lenovo IdeaPad 1 (Apple M2, 16GB, 512GB SSD) Thin & Light Laptop",Electronics
fk-410,MDH Garam Masala 100g,Grocery & Household
fk-411,Pearson Mathematics Class 12 | CBSE Syllabus | With MCQs,Books & Education
fk-412,Belkin USB-C to USB-C 3m Braided Cable | 3A Fast Charging,Electronics
fk-413,Prestige 7.5L Hard Anodised Pressure Cooker - Induction Base | 10-Year Warranty,Home & Kitchen
fk-414,Lenovo V15 15.6 inch Laptop | Snapdragon 7c Gen 2 | 8GB RAM | 1TB SSD | Windows 11,Electronics
fk-415,Ambrane Dual Port 18W Charger + USB-C 1m Cable Combo,Electronics
fk-416,boAt Airdopes 141 with Mic | 42H Playtime | IPX5 Water-Resistant (Phantom Black),Electronics
fk-417,"Libas Women Ethnic Rayon Flared Kurti (Green, Free Size)",Fashion
fk-418,Preethi 500W Mixer Grinder with 3 Jars (White/Blue),Home & Kitchen
fk-419,S. Chand Physics Part-I Class 11 | CBSE Syllabus | With MCQs,Books & Education
fk-420,Roadster Men Regular Fit High-Rise Denim Jeans | Cotton Blend,Fashion
fk-421,Himalaya Biotin 10000mcg for Hair Growth - 60 Tablets,Sports & Fitness
fk-422,Janasya Anarkali Kurti for Women | Pure Cotton | Red,Fashion
fk-423,Cello Mechanical Pencil 0.5mm (Pack of 5),Baby & Kids
fk-424,Cengage Engineering Drawing (1st Year) | CBSE Syllabus | With MCQs,Books & Education
fk-425,Allen Solly Men's Oversized full-sleeve Round Neck T-Shirt (Rose Gold),Fashion
fk-426,Engage CEO Perfume for Women's (100ml),Beauty & Personal Care
fk-427,Allen Solly Men Printed T-Shirt - Slim Fit | 100% Cotton | Silver (Size XL),Fashion
fk-428,Mivi Rock X1 TWS Earbuds with Active Noise Cancellation,Electronics
fk-429,Boldfit Push-Up Board 9-in-1 Body Building,Sports & Fitness
fk-430,Borosil Omega Deluxe non-stick Dosa Tawa (24cm) | Sturdy Handle,Home & Kitchen
fk-431,Nivia Flexagon Energy 4 Men's Training Shoes - Red (UK 7),Sports & Fitness
fk-432,Maharaja Whiteline Rex 750W 4-Jar Mixer Grinder - #1 Best Seller,Home & Kitchen
fk-433,boAt Storm Call 2 | BT Calling | 100+ Sports Modes | SpO2 (Lavender),Electronics
fk-434,Biotique Vitamin C face cream (100ml),Beauty & Personal Care
fk-435,OnePlus 12R 5G 8GB/128GB - Silver,Electronics
fk-436,JBL Tune 230NC TWS TWS Earbuds with Active Noise Cancellation,Electronics
fk-437,Satrani Women's Georgette Saree with Blouse Piece with Unstitched Blouse | Red,Fashion
fk-438,Allen Solly Men's Oversized full-sleeve Polo T-Shirt (Starlight),Fashion
fk-439,NCERT Exemplar Problems-Solutions Mathematics Class 12 | Penguin,Books & Education
fk-440,Skechers Men's Sneakers - Red (UK 7),Fashion
fk-441,Solimo Flip-Lid Thermosteel Bottle (750ml) Pack of 3,Home & Kitchen
fk-442,Lizol Floor Cleaner 1L | Pine Fresh,Grocery & Household
fk-443,"MuscleBlaze Men's Ultraboost Running Shoes (Silver, UK 7)",Sports & Fitness
fk-444,Portronics 45W USB-C PD Charger Adapter | BIS Certified,Electronics
fk-445,Decathlon TPE Yoga Mat 4mm with Carry Strap - Eco Friendly (Pink),Sports & Fitness
fk-446,"HP 15s (Apple M2, 16GB, 512GB SSD) Thin & Light Laptop",Electronics
fk-447,Lakme anti-hair fall shampoo (200ml) | SLS-Free | Paraben-Free,Beauty & Personal Care
fk-448,Faber-Castell Oil Pastels 25 Shades,Baby & Kids
fk-449,Borosil Omega Deluxe granite-coated Dosa Tawa (24cm) | Sturdy Handle,Home & Kitchen
fk-450,Milton Omega Deluxe hard-anodised Fry Pan (26cm) | Sturdy Handle,Home & Kitchen
fk-451,Butterfly Popular Aluminium Pressure Cooker 3L | ISI Certified,Home & Kitchen
fk-452,Toyshine Remote Control Car 1:18 Scale - Rechargeable,Baby & Kids
fk-453,Samsung 20000mAh Power Bank with 22.5W Fast Charging (Black),Electronics
fk-454,MyProtein Biozyme Performance Whey 1kg - Double Chocolate,Sports & Fitness
fk-455,"Motorola Edge 40 Neo 5G (Rose Gold, 6GB/128GB)",Electronics
fk-456,Boldfit Pull-Up Bar Door Frame Mount,Sports & Fitness
fk-457,Bajaj granite-coated Roti Tawa 30cm with Induction Base,Home & Kitchen
fk-458,Pigeon non-stick Roti Tawa 28cm with Induction Base,Home & Kitchen
fk-459,Bajaj hard-anodised Wok 28cm with Induction Base,Home & Kitchen
fk-460,14000+ Objective Questions - General Studies | S. Chand,Books & Education
fk-461,Wild Stone Fresh Aqua Body Spray 100ml (Pack of 2),Beauty & Personal Care
fk-462,Ishin Cotton Blend Saree (Pink),Fashion
fk-463,"Acer Aspire Lite (Intel Core i5-1235U, 8GB, 256GB SSD) Thin & Light Laptop",Electronics
fk-464,"Noise Air Buds Pro 3 in-Ear Wireless Earbuds, 10mm Drivers",Electronics
fk-465,"Motorola POCO M6 Pro 5G (Blue, 8GB/128GB) | 50MP Triple Cam | 5000mAh",Electronics
fk-466,Signoraware Plastic Storage Container Set (250ml/500ml) - Pack of 3,Home & Kitchen
fk-467,Set Wet Intense Perfume for Women's (120ml),Beauty & Personal Care
fk-468,Himalaya Premium Pants Diapers - Medium (M) | 72 Count,Baby & Kids
fk-469,MuscleBlaze Whey Protein 4kg - Double Chocolate | 25g Protein/Serving,Sports & Fitness
fk-470,MDH Meat Masala 100g,Grocery & Household
fk-471,Ambrane Dual Port 25W Charger + Type-C 1m Cable Combo,Electronics
fk-472,"OnePlus 11R 5G (Red, 8GB/256GB) | 50MP Triple Cam | 5000mAh",Electronics
fk-473,Ambrane Pocket Power 20000mAh Li-Polymer | Dual USB-C | 22.5W PD,Electronics
fk-474,The Psychology of Money by Morgan Housel,Books & Education
fk-475,Nivea onion hair fall shampoo (100ml) | SLS-Free | Paraben-Free,Beauty & Personal Care
fk-476,Mamaearth Ultra-Light Aqua Gel Sunscreen SPF 30 | 50ml | Water-Resistant,Beauty & Personal Care
fk-477,Nivia Flexagon Energy 4 Men's Training Shoes - Green (UK 10),Sports & Fitness
fk-478,Hawkins hard-anodised Wok 24cm/28cm with Induction Base,Home & Kitchen
fk-479,Cello Thermosteel Flask 1L - Hot & Cold 24H | BPA Free,Home & Kitchen
fk-480,Quantitative Aptitude for Competitive Examinations | Drishti,Books & Education
fk-481,Atomic Habits by James Clear,Books & Education
fk-482,Acer Nitro V Snapdragon 7c Gen 2 14 inch FHD Laptop (8GB/512GB SSD),Electronics
fk-483,Asus TUF Gaming F15 Intel Core i3-1215U 14 inch FHD Laptop (8GB/512GB SSD),Electronics
fk-484,Engage Fresh Aqua Body Spray 120ml (Pack of 2),Beauty & Personal Care
fk-485,Objective General English by SP Bakshi (2024-25) | Arihant,Books & Education
fk-486,Peter England Men Polo T-Shirt - Slim Fit | 100% Cotton | Maroon (Size L),Fashion
fk-487,Borosil Stainless Steel Jar Set with Lid - 300ml/500ml/1000ml (Pack of 5),Home & Kitchen
fk-488,GNC Vitamin D3 + K2 Supplement 120 Capsules,Sports & Fitness
fk-489,"Prestige Kadhai - Hard-Anodised, 28cm, 3mm Thick Base",Home & Kitchen
fk-490,Fisher-Price Kitchen Play Set 30+ Accessories | BPA Free,Baby & Kids
fk-491,Badshah Pav Bhaji Masala 100g,Grocery & Household
fk-492,Mamaearth Vitamin C face cream (50ml),Beauty & Personal Care
fk-493,"OnePlus 11R 5G (Starlight, 4GB/64GB)",Electronics
fk-494,Milton Airtight Glass Container Combo | 500ml + 750ml + 1L | BPA Free,Home & Kitchen
fk-495,Libas Women's Straight Kurta with Palazzo & Dupatta Set (Teal),Fashion
fk-496,Signoraware Airtight Plastic Container Combo | 300ml/500ml/1000ml | BPA Free,Home & Kitchen
fk-497,The Kite Runner (Paperback),Books & Education
fk-498,Ambrane USB-C to USB-C 2m Braided Cable | 3A Fast Charging,Electronics
fk-499,Milton Airtight Glass Container Combo | 500ml + 750ml + 1L | BPA Free,Home & Kitchen
fk-500,Cengage Data Structures & Algorithms in C++ | CBSE Syllabus | With MCQs,Books & Education
